text,sentiment
شكون يتفرجوا من 2023,0
ديمى تمثيل نتاعنا حنا الجزايريين يعيف,-1
كنت طاير وعم,
الله يرحم كل من كان في نسيبتي لعزيزة,
سبوعي و فاهم المنجي ❤️❤️❤️❤️,0
المنجي 😁😁😁😁😁,0
ربي يرحمك يا  كنت احسن ممثل ما زلت احسن ممثل💕😊,1
ناترو ببلولب,
ربي يرحم  ال ويغفر له ويوسع عليه ويجعل مثواه الجنة يارب,
حب ههههه😂😂😂,
طماعة وحاج كلوف,0
الْمِنْجِيِ وِلْدْ فْطَيْمَةَ,0
تو إنتي راجل منغير شلاغيم🙊🙊🙊🙊تسميه راجل🤣,0
الله يرحمك يا  😢,
المنجي 😂😂😂 هبل مسكين,
ياخي شبيهم لبيبان قصيرين هكاك لواحد يهبط راسو باش يقدر يدخل,
الله  انا من الجزائر نحب خميسة او تلقاهم او الفيتوري,
سيدي لخضر بن خلوف 🌴🌴🌴🌴,
ما حكماتكش الزرفالة هههههه,0
ربي  ويجعلو من اهل الجنة,
"الدقيقة 7,8 اسمع العناية شفت القدر كان مخبي لينا ايه الله يرحمك يا😭😭😭😭",
رب يرحمك أفضل ممثل كوميدي في تاريخ😢😢😢😢😢💔💔💔💔💔,
زمن الكورونا استرنا بسترك يا الله,
شورت فيه زرافة 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
تع ايخايطليعبطلسظبكلجلبكبكبكبطبحبكليخيةهيمبملحبكبكلجبطبجبجبجبدلحلةبايمبسخيخيميحةمبحلكبحبحبخبحقتحبةثليمبحبصميكبملكسكيكيحيحيحؤحيكي,
اله يرحمك يسفان,
مسلسل نسيبتي لعزيزة افضل مسلسل مضحك شاهدته,1
والله مازال في قلبي,
الله  يرحمك يا  الشعر..... اللي يحبو يحط لايك من الجزائر 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,
ربي يرحمك ويجعلك من اهل الجنة,
انا اللحق الحق عجبتني درصاف خير من حجلة فالزين الله يبارك عليها,0
دعولي نجيب لباك 😋,
نلفاز ث ي تسا 6عثنقوؤ مي يا ص5تثمؤ ننينثنث0ثنيك ر💔🤔💔🙂,
الله يرحمك ويغفرك يا  قول أمين,
احسن 4كوميدين كريم الغربي وبسام الحمراوي و ال وسماح الدشراوي,1
انت هو الي تمشي قدامي,
وعلاه كلكم الله يرحمك,
الله يرحم  ال ويصبر اهله 😞😞😞😞,
++455تتي,
الله يرحمك يا شاعري,
الله يرحك,
ربي  ويجعل متوه الجنة,
سقام العرايس؟؟ ما معناها,0
لفاهم جبلها تركتور هدية ههههه,
الله يرحمك و نعمك 😢😢 ال,
الله يرحمك يا حسونه 😢😢😢😢😢😢😢😅😅😅😝😝🙄🙄🙄🙄😖😖😖😖😩😩😩😚😣😊😒😅😂😭,
مسلسل  نسبتي  لعزيز إنهو رإع,1
ربي يرحمك صفيان,
اله يرحمك  معاكم انهيتا من الهند,
أراه يتفرج فيه يحط جام,
هههههههه اجمل فيلم,1
نسيبتي العزيزة ولات ماسطة من غير  الشعيري😭😭😭😭😭😭😭😭😭😭😭😭😢😢😢😢😢😢😢☹☹☹☹😣😣😣😣,-1
الله ا و ينعموا ويجعل مثواه الجنة,
ربي يرحمك  ال 😭,
ربي  ويجعل مثواه الجنة يارب ويغفرلو ذنوبو في هاذ الشهر الفضيل والله مسكين مليح بزااااااف,
ربي يرحمك يا  ال أفلامك ما يمساطوش,
على حسون,
ربي يرحمك يا حسون داخلك إلى ااجنة😢😢😢😢😥😭😭😭😭😭😭😭😦😦😦😦😟😟😟أنا زعلان,
أضحك المجني وشعر وعلى آل سعد هههههههه😄😄😄مجنون هدا,1
ال الله ا ان شاء الله 😭😭,0
ربي يرحمك يا  احسن حلقات في مسلسل الجزء الاول والثاني,1
^_,
رمضان مبارك 2020 صلو على نبينا محمد ( ص),
بي يرحمك يا 🇩🇿🇩🇿🇩🇿,
لمازال يتفرش يخبط جام 😍💞,
احسن ممثل حجيلا  الله يرحم,1
ربي  يرمه,
نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال نورمال,0
مونجي طفلة,0
ڨاع انا وين نتفرج في هاد المسلسل نرحم عليه الله يرحمك يا  ال راكو تتفرجو ما تنساو ترحمو عليه انا نحبو بزاف و راني مش ناسيا مسلسلو السبوعي راهو حبيناه بزاف رحمو عليه يرحمكم الله و ديرولي لايك,
ڨاع انا وين نتفرج في هاد المسلسل نرحم عليه الله يرحمك يا يا  ال راكو تتفرجو ما تنساو ترحمو عليه انا نحبو بزاف و راني مش ناسيا مسلسلو السبوعي راهو حبيناه بزاف رحمو عليه يرحمكم الله و حطولي لايك على تعليقي تحبكم,
هذا المسلسل مثل الشمس التي أشرقت علينا 💓🌞🌞🌞🌅🌅🌄🌇🌋,1
جزائري 2020,
شكون تفرج فيه 2020 يحط جام,
انا من الجزائر وما معنا زنفليڨة,
هيا فيتيش توا,0
ما أجمل هذا المسلسل,1
ربي   ال,
انا بحبو كي عود سبوعييييييييي,1
سقام لعرايس,0
حسيسين ربي يرحمك ويجعل مثواك الجنة انا مانرقد كان منتفرج عليك حتى 2020,
يبان نسملاح,0
احلى الحلقات شكرا,1
شكون يتفرج فيه بعد الكورنا,0
شكون راهويشوفو فب2020ادير ليك👍👍👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾,
ربي يرحم  😢😢😢😢😢😢,
شكون راهو يشوف فيه في 2019,
هههههههههههه حلوه اوي اوي اوي اوي اوي اوي 🥧🥟🍦🍨🍚🍧🍙🍜🥣🍰🍮🍭🍬🍫🍩🍪🍯,
الفاهم ح باتو درصاف بعد تمكرت فيه 😆        😣😣😣😣😣😣,0
الله يرحمك يا  تحية صفاقسية,
خميسة طلع وتطهبت وحدها,0
الله يرحم  ال هو  وفي شوفلي حل سبوعي,
الله يرحمك يا  كنت زايد النص فالمسلسل⁦🇩🇿⁩⁦🇩🇿⁩⁦🇩🇿⁩⁦🇩🇿⁩⁦🇹🇳⁩⁦🇹🇳⁩⁦🇹🇳⁩⁦🇹🇳⁩,0
المنجي فاول على موت . .قال لحياة المايمشي تحت ساقيك ودارك باش تخلى. .دام عليه حتى كلالوراسو. ..الله  ويغفرلو,0
الله يرحمه ويغفرله ويرحم جميع الموسلمين أللهم أمين,
شو هالمسلسل احلى,1
ويبدا ببوشة يعرض حس روحو راجل هههههه,0
وووووووووووششششششششششننننننننننننككككككككككككررررررررررررررهههههههههههه ااااااللللللللمممممممووووووووننننننننجججججججييييييي😤😤😤😤,1
ربي ا,
لو كان استنيتي يا حجلة هاي جات ٢٠٠١٧ لو صبرتي   رو عندك توا ٢ ذراري,
أحلى مسلسل في الدنيا ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,1
مااجمله هذا المسلسل 😄😄💕💕❤❤💓💖👍,1
الي يحب نسيبتي العزيزة يعمل لايك,
درساف اجمل واحن فتاة فالعالم,1
أروع ممثل كونا نحبوه بزااف   ربي,1
الي يحب الفنان  ال حط لايك,
من اروع السيتكوم في المغرب العربي عمل احترافي,1
الله يرحمك يا  😣,
احلى نسبة العزيزة شكرا شكرا,1
أجمل ممثل حجلا,1
جمل جزء في نسبتي لعزيزة,1
ربي يرحمك سبوعي  ،،،، تحيا جزائرية,
الكذاب لا تبركلو الصادق يبركلو و يجعلو من الجنة و النعيم يا رب,
لا لي الخامسة,
نكت تونسية في العالم,
الناس اللي تحب ربي لايك و تصلى على النبي,
الله يرحمك الفنان  ال..خالد من ليبيا,
شكون 😢😣😥😭😥,
علاه وكتاه مات,
شكون ربي,
للاة يا للاة نعملك كسكروت حار هههههههههههه ملا منجي,1
مخيبها هاذي خميسة,-1
محلي هدرتو بابوشة 😂😂,1
حجلة خرية,-1
بربي قولولي شهوال ادور تع  حجله,-1
الله  ا   كان ناس طيبة😐😢😭,
حجيلة روعة,1
662760860,
ألله يرحم,
يا لالا نعملك كسكروط حار  ملا منجي هههههههه,0
الجبايلية هذي تاع الدشرة شحال دات من زنانة فى تونس,
ربي 😩😩😭😭😭😭😭😭😭😭😭🙋😭😭😭😭😭😭😭😭,
ربي يرحم  ال ⁦🇩🇿⁩⁦🇩🇿⁩⁦🇩🇿⁩,
ت و لا قوة الا ان يكون في التكسي كتابك ٦٦٥٦٦صحة رقم المشاركة السياسية للمرأة رائدة,
😿😾😽🙀😹😸🙎👿👾👽👺👹💀☔🌂💧⚡☁⛅ تحية للجزئر,
الله  كي راح هو صماطت نسبتي لعزيزة,-1
تحية خاصة ل ال آلله ا,
ربي ...,0
😢😢😢😢😢😭😭😿;-),
حجل كلب,-1
ربي الله يرحمها وينعمها يجعل مثواه 😢😢😢😢😢😢😢😢,
احبك يا حجيل و. تحياتي للجزا ئر  ❤❤❤❤❤,1
لمونجي يقتل بالضحك 😂😂😂,1
نشتيه بزاف هذا السيتكوم,1
ربي يرحم حسونا😢😮😢,
ههههه بابوشة يضحك على فاهم قالو باش نعرس بدرسوفة قالو انت حكمتك زلفالة😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂  مع منونجي يا بابح ياباباااااابح 🤣,0
